# RSS Beamsplitter								
#								
# V4: 20161023 xoff,yoff			poldist_files.xlsx					
# distortion from impoldist adjustment to ZEMAX								
#   degrees in collimated space								
#								
# rot (deg)	yoff	xoff						
0.1345	0.0000	0.0000						
# E/O ratios	EOy_0	EOy_Y	EOy_YY	EOy_XX	EOx_0	EOx_X	EOx_XY	EOx_XXX
	-1.007214	1.01454	-1.3139	-0.4575	-1.00000	1.00005	-1.0183	0.9977
#								
#	1.02350	yshift adjustment						
# Ang	deg		x1000	x1000			x1000	x1000
# Wavel	y_0	y_Y	y_YY	y_XX	x_0	x_X	x_XY	x_XXX
3000	-3.09536	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
3100	-3.04367	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
3200	-2.99798	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
3300	-2.95737	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
3400	-2.92110	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
3500	-2.88859	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
3600	-2.85930	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
3800	-2.80876	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
4000	-2.76692	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
4200	-2.73182	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
4600	-2.67653	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
5000	-2.63514	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
5500	-2.59611	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
6000	-2.56621	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
6500	-2.54229	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
7000	-2.52243	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
8000	-2.49075	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
9000	-2.46581	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
10000	-2.44341	0.99387	-0.9122	-0.4529	0.00000	0.99828	-0.8057	0.0212
