# VIS waveplate calibration data
# Null Calibration
# Ang  heff   PA    qeff
3000	1	0	1      
3100	1	0	1
3200	1	0	1
3300	1	0	1
3400	1	0	1
3500	1	0	1
3600	1	0	1
3700	1	0	1
3800	1	0	1
3900	1	0	1
4000	1	0	1
4100	1	0	1
4200	1	0	1
4300	1	0	1
4400	1	0	1
4500	1	0	1
4600	1	0	1
4700	1	0	1
4800	1	0	1
4900	1	0	1
5000	1	0	1
5200	1	0	1
5400	1	0	1
5600	1	0	1
5800	1	0	1
6000	1	0	1
6200	1	0	1
6400	1	0	1
6600	1	0	1
6800	1	0	1
7000	1	0	1
7200	1	0	1
7400	1	0	1
7600	1	0	1
7800	1	0	1
8000	1	0	1
8100	1	0	1
8200	1	0	1
8300	1	0	1
8400	1	0	1
8500	1	0	1
8600	1	0	1
8700	1	0	1
8800	1	0	1
8900	1	0	1
9000	1	0	1
9999	1	0	1

